gene_id	ENSGID	count_samples_type	ID	count_samples	range	project_id	sample_type	sample_count	gene_id	min	q1	q2	q3	max	avg	q3-q1	SD	CV	gene_symbol	times	Sampletype	ID	count_samples	range	project_id	sample_type	sample_count	gene_id	min	q1	q2	q3	max	avg	q3-q1	SD	CV	gene_symbol	times	Sampletype	
33523	ENSG00000182333	2	TCGA-ESCA_avg_Primary_Tumor	161	236.75229	TCGA-ESCA	Primary_Tumor	161	33523	0.0	0.0055	0.0252	0.43149999	36273.805	236.75229	0.426	2858.2336	12.072675622272	GL;HGL;HLAL;LIPF;	1	Solid_Tissue_Normal,>10000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	>10000	TCGA-ESCA	Solid_Tissue_Normal	11	33523	0.0	1.8182	13363.34	38859.629	60342.703	20710.768	38857.809	23863.111	1.1522079239167	GL;HGL;HLAL;LIPF;	1	Solid_Tissue_Normal,>10000;
20234	ENSG00000169344	2	TCGA-KIRP_avg_Primary_Tumor	288	0.63012671	TCGA-KIRP	Primary_Tumor	288	20234	0.0	2.3949999E-2	7.8749999E-2	0.23295	36.056499	0.63012671	0.20900001	2.6873624	4.2647968374488	ADMCKD2;FJHN;HNFJ;HNFJ1;MCKD2;THGP;THP;UMOD;	1	Solid_Tissue_Normal,3000-<4000;	TCGA-KIRP_avg_Solid_Tissue_Normal	32	3000-<4000	TCGA-KIRP	Solid_Tissue_Normal	32	20234	52.980999	1240.3074	2044.3969	4747.4644	9849.1709	3103.0168	3507.157	2565.8262	0.82688118220952	ADMCKD2;FJHN;HNFJ;HNFJ1;MCKD2;THGP;THP;UMOD;	1	Solid_Tissue_Normal,3000-<4000;
32665	ENSG00000014257	2	TCGA-PRAD_avg_Primary_Tumor	498	1000-<2000	TCGA-PRAD	Primary_Tumor	498	32665	0.92140001	405.63388	894.92963	1732.0247	6487.1333	1226.7219	1326.3907	1085.9336	0.88523209702215	5'-NT;ACP-3;ACP3;ACPP;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,2000-<3000;	TCGA-PRAD_avg_Solid_Tissue_Normal	52	2297.1562	TCGA-PRAD	Solid_Tissue_Normal	52	32665	0.33340001	846.52722	1602.2347	3323.0977	7721.3296	2297.1562	2476.5706	2013.6461	0.87658214099677	5'-NT;ACP-3;ACP3;ACPP;	2	Primary_Tumor,1000-<2000;Solid_Tissue_Normal,2000-<3000;
34809	ENSG00000142515	2	TCGA-PRAD_avg_Primary_Tumor	498	4000-<5000	TCGA-PRAD	Primary_Tumor	498	34809	117.3175	2679.1541	4062.6521	5510.6855	13154.783	4236.4087	2831.5312	2152.2363	0.5080332074665	APS;KLK2A1;PSA;hK3;KLK3;	2	Primary_Tumor,4000-<5000;Solid_Tissue_Normal,2000-<3000;	TCGA-PRAD_avg_Solid_Tissue_Normal	52	2807.5911	TCGA-PRAD	Solid_Tissue_Normal	52	34809	2.2358999	1421.939	2641.7117	4244.231	6642.2856	2807.5911	2822.2922	1944.1218	0.69245190298545	APS;KLK2A1;PSA;hK3;KLK3;	2	Primary_Tumor,4000-<5000;Solid_Tissue_Normal,2000-<3000;
41947	ENSG00000159763	2	TCGA-PRAD_avg_Primary_Tumor	498	9.4874077	TCGA-PRAD	Primary_Tumor	498	41947	0.0	0.4474	1.0872999	3.5747249	1197.7231	9.4874077	3.1273251	58.063164	6.1200241241873	GCDFP-15;GCDFP15;GPIP4;PIP;	1	Solid_Tissue_Normal,1000-<2000;	TCGA-PRAD_avg_Solid_Tissue_Normal	52	1000-<2000	TCGA-PRAD	Solid_Tissue_Normal	52	41947	0.0294	0.80432498	3.2046499	24.739651	17397.641	1122.8086	23.935326	3296.8621	2.9362636695159	GCDFP-15;GCDFP15;GPIP4;PIP;	1	Solid_Tissue_Normal,1000-<2000;
30871	ENSG00000167580	2	TCGA-KIRC_avg_Primary_Tumor	538	1.5668967	TCGA-KIRC	Primary_Tumor	538	30871	0.0	0.0	0.0102	5.4650001E-2	112.6394	1.5668967	5.4650001E-2	8.1454554	5.1984635617651	AQP-CD;WCH-CD;AQP2;	1	Solid_Tissue_Normal,700-<800;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	700-<800	TCGA-KIRC	Solid_Tissue_Normal	72	30871	0.1459	325.89365	647.62201	1141.7344	2378.4788	790.87421	815.8407	586.02826	0.74098795053641	AQP-CD;WCH-CD;AQP2;	1	Solid_Tissue_Normal,700-<800;
34241	ENSG00000168928	2	TCGA-PAAD_avg_Primary_Tumor	177	500-<600	TCGA-PAAD	Primary_Tumor	177	34241	0.0	0.2137	12.5208	270.63519	11933.89	537.60449	270.42151	1408.4088	2.6197861554318	CTRB2;	2	Primary_Tumor,500-<600;Solid_Tissue_Normal,600-<700;	TCGA-PAAD_avg_Solid_Tissue_Normal	4	622.87994	TCGA-PAAD	Solid_Tissue_Normal	4	34241	0.17110001	78.772751	207.752	751.85919	2075.8447	622.87994	673.08643	977.18341	1.5688150271784	CTRB2;	2	Primary_Tumor,500-<600;Solid_Tissue_Normal,600-<700;
40191	ENSG00000153002	2	TCGA-PAAD_avg_Primary_Tumor	177	600-<700	TCGA-PAAD	Primary_Tumor	177	40191	0.0	0.3935	8.4124002	238.9523	9243.3701	638.0658	238.55881	1736.0831	2.7208527709838	CPB;PASP;PCPB;CPB1;	1	Primary_Tumor,600-<700;	TCGA-PAAD_avg_Solid_Tissue_Normal	4	254.14197	TCGA-PAAD	Solid_Tissue_Normal	4	40191	0.60829997	12.013175	110.41925	352.54807	795.12109	254.14197	340.53488	372.44696	1.465507487803	CPB;PASP;PCPB;CPB1;	1	Primary_Tumor,600-<700;
11827	ENSG00000170890	2	TCGA-PAAD_avg_Primary_Tumor	177	700-<800	TCGA-PAAD	Primary_Tumor	177	11827	0.0	0.6469	7.7058001	279.8316	15602.284	759.44025	279.18469	2215.2009	2.9168863514937	PLA2;PLA2A;PPLA2;PLA2G1B;	1	Primary_Tumor,700-<800;	TCGA-PAAD_avg_Solid_Tissue_Normal	4	297.0834	TCGA-PAAD	Solid_Tissue_Normal	4	11827	0.0449	13.965575	85.456001	368.57382	1017.3767	297.0834	354.60825	484.96204	1.6324104275096	PLA2;PLA2A;PPLA2;PLA2G1B;	1	Primary_Tumor,700-<800;
48257	ENSG00000168925	2	TCGA-PAAD_avg_Primary_Tumor	177	900-<1000	TCGA-PAAD	Primary_Tumor	177	48257	0.0	0.40149999	18.7679	409.3548	26403.988	957.94397	408.95331	2804.1313	2.9272393666197	CTRB;CTRB1;	2	Primary_Tumor,900-<1000;Solid_Tissue_Normal,800-<900;	TCGA-PAAD_avg_Solid_Tissue_Normal	4	863.48065	TCGA-PAAD	Solid_Tissue_Normal	4	48257	0.22579999	108.836	328.49164	1083.1362	2796.7134	863.48065	974.30029	1306.6923	1.5132849821244	CTRB;CTRB1;	2	Primary_Tumor,900-<1000;Solid_Tissue_Normal,800-<900;
55953	ENSG00000142789	2	TCGA-PAAD_avg_Primary_Tumor	177	1474.4114	TCGA-PAAD	Primary_Tumor	177	55953	0.0	0.62169999	22.9765	580.51093	37795.656	1474.4114	579.88922	4572.0586	3.1009381777705	ELA3;ELA3A;CELA3A;	1	Solid_Tissue_Normal,700-<800;	TCGA-PAAD_avg_Solid_Tissue_Normal	4	700-<800	TCGA-PAAD	Solid_Tissue_Normal	4	55953	0.2342	84.268623	278.54715	960.89587	2509.1409	766.61737	876.62726	1176.9233	1.5352160622189	ELA3;ELA3A;CELA3A;	1	Solid_Tissue_Normal,700-<800;
56889	ENSG00000163209	2	TCGA-BLCA_avg_Primary_Tumor	414	52.245335	TCGA-BLCA	Primary_Tumor	414	56889	0.0	1.442575	11.23895	41.689449	1430.8413	52.245335	40.246876	153.7511	2.9428675306609	SPRR3;	1	Solid_Tissue_Normal,500-<600;	TCGA-BLCA_avg_Solid_Tissue_Normal	19	500-<600	TCGA-BLCA	Solid_Tissue_Normal	19	56889	0.0	0.69379997	3.1034999	26.988449	5359.2524	537.96912	26.294649	1556.9758	2.8941731822823	SPRR3;	1	Solid_Tissue_Normal,500-<600;
6914	ENSG00000170477	2	TCGA-BLCA_avg_Primary_Tumor	414	38.300209	TCGA-BLCA	Primary_Tumor	414	6914	0.0	7.7699997E-2	1.10145	8.6128998	1940.9064	38.300209	8.5352001	158.79414	4.1460384720094	CK-4;CK4;CYK4;K4;WSN1;KRT4;	1	Solid_Tissue_Normal,800-<900;	TCGA-BLCA_avg_Solid_Tissue_Normal	19	800-<900	TCGA-BLCA	Solid_Tissue_Normal	19	6914	7.8999996E-3	6.7950003E-2	0.26789999	11.2886	9290.6113	800.13867	11.22065	2403.9019	3.0043566073366	CK-4;CK4;CYK4;K4;WSN1;KRT4;	1	Solid_Tissue_Normal,800-<900;
5255	ENSG00000255974	2	TCGA-CHOL_avg_Primary_Tumor	36	11.463522	TCGA-CHOL	Primary_Tumor	36	5255	0.0	6.8750001E-2	0.213	1.5188	120.4501	11.463522	1.45005	28.576809	2.4928472244394	CPA6;CYP2A;CYP2A3;CYPIIA6;P450C2A;P450PB;CYP2A6;	1	Solid_Tissue_Normal,500-<600;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	500-<600	TCGA-CHOL	Solid_Tissue_Normal	9	5255	234.35629	415.35651	586.21881	827.06097	933.94873	599.43237	411.7045	246.39867	0.41105332700001	CPA6;CYP2A;CYP2A3;CYPIIA6;P450C2A;P450PB;CYP2A6;	1	Solid_Tissue_Normal,500-<600;
3489	ENSG00000151655	2	TCGA-CHOL_avg_Primary_Tumor	36	132.90189	TCGA-CHOL	Primary_Tumor	36	3489	0.25749999	13.826675	57.988949	227.231	757.35352	132.90189	213.40433	171.71443	1.2920390372176	H2P;SHAP;ITIH2;	1	Solid_Tissue_Normal,600-<700;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	600-<700	TCGA-CHOL	Solid_Tissue_Normal	9	3489	416.65811	540.06671	613.50598	696.81378	780.6059	609.09045	156.7471	120.85331	0.19841603164193	H2P;SHAP;ITIH2;	1	Solid_Tissue_Normal,600-<700;
44611	ENSG00000180210	2	TCGA-CHOL_avg_Primary_Tumor	36	30.231081	TCGA-CHOL	Primary_Tumor	36	44611	0.0	0.82477498	2.1213	22.094675	362.62811	30.231081	21.269899	68.621361	2.2698943845243	PT;RPRGL2;THPH1;F2;	1	Solid_Tissue_Normal,600-<700;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	600-<700	TCGA-CHOL	Solid_Tissue_Normal	9	44611	506.4548	587.90363	668.01703	714.92938	781.46429	658.26648	127.0258	90.290146	0.13716351772917	PT;RPRGL2;THPH1;F2;	1	Solid_Tissue_Normal,600-<700;
51796	ENSG00000113905	2	TCGA-CHOL_avg_Primary_Tumor	36	22.668444	TCGA-CHOL	Primary_Tumor	36	51796	0.015	0.51427501	1.4914	16.445475	204.13161	22.668444	15.9312	47.119225	2.0786263494751	HPRG;HRGP;THPH11;HRG;	1	Solid_Tissue_Normal,600-<700;	TCGA-CHOL_avg_Solid_Tissue_Normal	9	600-<700	TCGA-CHOL	Solid_Tissue_Normal	9	51796	500.5625	589.84161	679.45941	706.48993	1083.3286	684.94989	116.6483	165.58232	0.24174369894417	HPRG;HRGP;THPH11;HRG;	1	Solid_Tissue_Normal,600-<700;
30871	ENSG00000167580	2	TCGA-KICH_avg_Primary_Tumor	65	0.27455693	TCGA-KICH	Primary_Tumor	65	30871	0.0	1.7200001E-2	5.4499999E-2	0.2235	6.0746002	0.27455693	0.20630001	0.7932235	2.8891039100707	AQP-CD;WCH-CD;AQP2;	1	Solid_Tissue_Normal,800-<900;	TCGA-KICH_avg_Solid_Tissue_Normal	24	800-<900	TCGA-KICH	Solid_Tissue_Normal	24	30871	1.4945	494.64069	769.83008	1102.6554	2040.3818	861.88458	608.01471	508.44937	0.58992744712987	AQP-CD;WCH-CD;AQP2;	1	Solid_Tissue_Normal,800-<900;
4158	ENSG00000143536	2	TCGA-STAD_avg_Primary_Tumor	375	21.639359	TCGA-STAD	Primary_Tumor	375	4158	0.0	0.0	0.0	0.01475	2096.0686	21.639359	0.01475	175.14272	8.0937110937528	C1orf10;DRC1;PDRC1;SEP53;CRNN;	1	Solid_Tissue_Normal,700-<800;	TCGA-STAD_avg_Solid_Tissue_Normal	32	700-<800	TCGA-STAD	Solid_Tissue_Normal	32	4158	0.0	0.0	0.0	3.5574999E-2	6415.4937	723.10754	3.5574999E-2	1830.6534	2.5316475057085	C1orf10;DRC1;PDRC1;SEP53;CRNN;	1	Solid_Tissue_Normal,700-<800;
26188	ENSG00000169474	2	TCGA-STAD_avg_Primary_Tumor	375	69.650856	TCGA-STAD	Primary_Tumor	375	26188	0.0	5.3550001E-2	0.42050001	3.2509	7194.4263	69.650856	3.19735	530.8905	7.6221676299283	SPRK;SPRR1A;	1	Solid_Tissue_Normal,700-<800;	TCGA-STAD_avg_Solid_Tissue_Normal	32	700-<800	TCGA-STAD	Solid_Tissue_Normal	32	26188	0.0	0.0	0.2626	5.3270998	8958.2256	779.45673	5.3270998	1979.3862	2.5394433376693	SPRK;SPRR1A;	1	Solid_Tissue_Normal,700-<800;
9153	ENSG00000171401	2	TCGA-ESCA_avg_Primary_Tumor	161	500-<600	TCGA-ESCA	Primary_Tumor	161	9153	0.0	0.56059998	10.6687	205.79649	12806.725	570.41016	205.2359	1680.869	2.9467725469687	CK13;K13;WSN2;KRT13;	1	Primary_Tumor,500-<600;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1428.9008	TCGA-ESCA	Solid_Tissue_Normal	11	9153	0.0	0.01835	1.12	61.729198	13395.832	1428.9008	61.71085	4022.3047	2.8149642718375	CK13;K13;WSN2;KRT13;	1	Primary_Tumor,500-<600;
56889	ENSG00000163209	2	TCGA-ESCA_avg_Primary_Tumor	161	500-<600	TCGA-ESCA	Primary_Tumor	161	56889	0.0	0.85619998	18.1478	357.67001	12005.523	546.99463	356.81381	1473.9694	2.6946688672245	SPRR3;	1	Primary_Tumor,500-<600;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1485.3676	TCGA-ESCA	Solid_Tissue_Normal	11	56889	0.0	0.02935	0.54570001	45.40395	11538.585	1485.3676	45.374599	3618.8284	2.4363183901413	SPRR3;	1	Primary_Tumor,500-<600;
26188	ENSG00000169474	2	TCGA-ESCA_avg_Primary_Tumor	161	700-<800	TCGA-ESCA	Primary_Tumor	161	26188	0.0	2.4263	59.4053	659.99933	13921.938	766.49365	657.573	1644.239	2.145143668183	SPRK;SPRR1A;	1	Primary_Tumor,700-<800;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	1071.8721	TCGA-ESCA	Solid_Tissue_Normal	11	26188	0.0	0.31029999	6.5067	21.8894	6089.4731	1071.8721	21.5791	2371.2986	2.2122962245216	SPRK;SPRR1A;	1	Primary_Tumor,700-<800;
4158	ENSG00000143536	2	TCGA-ESCA_avg_Primary_Tumor	161	136.94031	TCGA-ESCA	Primary_Tumor	161	4158	0.0	0.0177	0.26109999	9.6742001	3371.9639	136.94031	9.6564999	439.27219	3.207763952046	C1orf10;DRC1;PDRC1;SEP53;CRNN;	1	Solid_Tissue_Normal,500-<600;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	500-<600	TCGA-ESCA	Solid_Tissue_Normal	11	4158	0.0	0.0	0.0638	10.7283	5149.0786	533.06012	10.7283	1544.8268	2.8980348407981	C1orf10;DRC1;PDRC1;SEP53;CRNN;	1	Solid_Tissue_Normal,500-<600;
21767	ENSG00000105675	2	TCGA-ESCA_avg_Primary_Tumor	161	1.7937714	TCGA-ESCA	Primary_Tumor	161	21767	0.0	0.0071	1.7000001E-2	4.4799998E-2	254.8049	1.7937714	3.7700001E-2	20.086531	11.197932467872	ATP6A;ATP4A;	1	Solid_Tissue_Normal,700-<800;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	700-<800	TCGA-ESCA	Solid_Tissue_Normal	11	21767	0.0	5.3500002E-3	919.92383	1359.0187	2068.5747	796.09528	1359.0133	838.21039	1.0529020973469	ATP6A;ATP4A;	1	Solid_Tissue_Normal,700-<800;
16695	ENSG00000134812	2	TCGA-ESCA_avg_Primary_Tumor	161	3.02969	TCGA-ESCA	Primary_Tumor	161	16695	0.0	5.4000001E-3	1.8200001E-2	0.14390001	364.54431	3.02969	0.13850001	28.920986	9.5458565067713	IF;IFMH;INF;TCN3;GIF;CBLIF;	1	Solid_Tissue_Normal,800-<900;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	800-<900	TCGA-ESCA	Solid_Tissue_Normal	11	16695	0.0	4.7899999E-2	459.15039	1684.6478	2894.4302	878.83423	1684.6	1057.2454	1.203008899642	IF;IFMH;INF;TCN3;GIF;CBLIF;	1	Solid_Tissue_Normal,800-<900;
26157	ENSG00000205420	2	TCGA-ESCA_avg_Primary_Tumor	161	1312.8381	TCGA-ESCA	Primary_Tumor	161	26157	3.8999999E-3	4.5756001	535.14441	2188.2441	6932.1416	1312.8381	2183.6685	1665.1522	1.26836066077	CK-6C;CK-6E;CK6A;CK6C;CK6D;K6A;K6C;K6D;KRT6C;KRT6D;PC3;KRT6A;	1	Solid_Tissue_Normal,800-<900;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	800-<900	TCGA-ESCA	Solid_Tissue_Normal	11	26157	0.0	1.8449999E-2	16.566	41.611351	5789.5015	810.54321	41.592899	1878.6171	2.3177260346182	CK-6C;CK-6E;CK6A;CK6C;CK6D;K6A;K6C;K6D;KRT6C;KRT6D;PC3;KRT6A;	1	Solid_Tissue_Normal,800-<900;
51471	ENSG00000229859	2	TCGA-ESCA_avg_Primary_Tumor	161	13.781822	TCGA-ESCA	Primary_Tumor	161	51471	0.0	0.0	2.4000001E-3	9.1000004E-3	2169.2075	13.781822	9.1000004E-3	170.9408	12.403352764243	PGA3;	1	Solid_Tissue_Normal,900-<1000;	TCGA-ESCA_avg_Solid_Tissue_Normal	11	900-<1000	TCGA-ESCA	Solid_Tissue_Normal	11	51471	0.0	5.2499998E-2	73.956299	1831.2241	3847.7883	907.66211	1831.1716	1342.4839	1.479056892658	PGA3;	1	Solid_Tissue_Normal,900-<1000;
30871	ENSG00000167580	2	TCGA-KIRP_avg_Primary_Tumor	288	2.4676313	TCGA-KIRP	Primary_Tumor	288	30871	0.0	0.0	0.01045	7.1549997E-2	597.89752	2.4676313	7.1549997E-2	35.263466	14.290411213377	AQP-CD;WCH-CD;AQP2;	1	Solid_Tissue_Normal,700-<800;	TCGA-KIRP_avg_Solid_Tissue_Normal	32	700-<800	TCGA-KIRP	Solid_Tissue_Normal	32	30871	25.190001	354.68472	550.58478	843.50269	3067.4419	736.3667	488.81796	623.72784	0.8470342833265	AQP-CD;WCH-CD;AQP2;	1	Solid_Tissue_Normal,700-<800;
18185	ENSG00000167751	2	TCGA-PRAD_avg_Primary_Tumor	498	900-<1000	TCGA-PRAD	Primary_Tumor	498	18185	6.7765999	719.66058	970.10675	1239.9678	2576.7571	988.03741	520.30713	414.07779	0.41909120627325	KLK2A2;hGK-1;hK2;KLK2;	2	Primary_Tumor,900-<1000;Solid_Tissue_Normal,500-<600;	TCGA-PRAD_avg_Solid_Tissue_Normal	52	593.73724	TCGA-PRAD	Solid_Tissue_Normal	52	18185	0.42140001	291.05771	564.95642	933.70178	1556.87	593.73724	642.6441	397.52997	0.6695385487358	KLK2A2;hGK-1;hK2;KLK2;	2	Primary_Tumor,900-<1000;Solid_Tissue_Normal,500-<600;
14047	ENSG00000010438	2	TCGA-COAD_avg_Primary_Tumor	478	50-<100	TCGA-COAD	Primary_Tumor	478	14047	0.13689999	42.123676	61.935299	89.21405	277.7468	68.581642	47.090374	39.329239	0.57346598671405	MTG;PRSS4;T9;TRY3;TRY4;PRSS3;	2	Primary_Tumor,50-<100;Solid_Tissue_Normal,50-<100;	TCGA-COAD_avg_Solid_Tissue_Normal	41	87.401512	TCGA-COAD	Solid_Tissue_Normal	41	14047	9.0412998	62.171101	90.919899	104.766	166.03481	87.401512	42.594898	32.129501	0.36760806838216	MTG;PRSS4;T9;TRY3;TRY4;PRSS3;	2	Primary_Tumor,50-<100;Solid_Tissue_Normal,50-<100;
29419	ENSG00000184811	2	TCGA-THYM_avg_Primary_Tumor	119	0.18781933	TCGA-THYM	Primary_Tumor	119	29419	0.0	1.6349999E-2	3.6800001E-2	0.07305	3.4890001	0.18781933	5.6699999E-2	0.55047143	2.930856105173	BEC-1;DSPB1;IFITMD3;LOST1;TUSC5;TRARG1;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	29419	3.8218	50.527248	97.232697	143.93816	190.6436	97.232697	93.410896	132.10297	1.3586270264621	BEC-1;DSPB1;IFITMD3;LOST1;TUSC5;TRARG1;	1	Solid_Tissue_Normal,50-<100;
38556	ENSG00000181092	2	TCGA-THYM_avg_Primary_Tumor	119	0.27360085	TCGA-THYM	Primary_Tumor	119	38556	0.0	0.0	0.0034	0.01435	6.4988999	0.27360085	0.01435	1.0251623	3.7469265903231	ACDC;ACRP30;ADIPQTL1;ADPN;APM-1;APM1;GBP28;ADIPOQ;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	38556	6.1430998	71.372749	136.6024	201.83205	267.06171	136.6024	130.4593	184.49731	1.3506154357464	ACDC;ACRP30;ADIPQTL1;ADPN;APM-1;APM1;GBP28;ADIPOQ;	1	Solid_Tissue_Normal,100-<200;
1388	ENSG00000166819	2	TCGA-THYM_avg_Primary_Tumor	119	0.54253697	TCGA-THYM	Primary_Tumor	119	1388	0.0119	0.0528	0.1165	0.21425	10.0968	0.54253697	0.16145	1.5985228	2.9463850177804	FPLD4;PERI;PLIN;PLIN1;	1	Solid_Tissue_Normal,200-<300;	TCGA-THYM_avg_Solid_Tissue_Normal	2	200-<300	TCGA-THYM	Solid_Tissue_Normal	2	1388	15.2808	132.826	250.3712	367.91641	485.46161	250.3712	235.09039	332.46802	1.3279004134661	FPLD4;PERI;PLIN;PLIN1;	1	Solid_Tissue_Normal,200-<300;
7937	ENSG00000171564	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	7937	0.0	0.119275	0.78635001	16.811825	2632.2395	67.557655	16.692551	243.93256	3.6107316039907	HEL-S-78p;FGB;	1	Primary_Tumor,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	14.15195	TCGA-KIRC	Solid_Tissue_Normal	72	7937	0.0144	0.4481	1.1974	3.3981249	552.44678	14.15195	2.9500251	65.8685	4.6543762520359	HEL-S-78p;FGB;	1	Primary_Tumor,50-<100;
4892	ENSG00000197891	2	TCGA-KIRC_avg_Primary_Tumor	538	15.848413	TCGA-KIRC	Primary_Tumor	538	4892	0.0	0.52292502	3.5834	15.9708	352.79141	15.848413	15.447875	31.835213	2.0087319153028	OAT4L;RST;URAT1;SLC22A12;	1	Solid_Tissue_Normal,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	50-<100	TCGA-KIRC	Solid_Tissue_Normal	72	4892	1.8300001E-2	4.2011752	38.739498	93.678978	296.20251	60.824284	89.477798	67.727371	1.1134922854168	OAT4L;RST;URAT1;SLC22A12;	1	Solid_Tissue_Normal,50-<100;
30483	ENSG00000163631	2	TCGA-KIRC_avg_Primary_Tumor	538	21.561535	TCGA-KIRC	Primary_Tumor	538	30483	0.0	0.19335	0.4043	0.78622502	10654.154	21.561535	0.592875	459.35822	21.304523077786	HSA;PRO0883;PRO0903;PRO1341;ALB;	1	Solid_Tissue_Normal,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	50-<100	TCGA-KIRC	Solid_Tissue_Normal	72	30483	3.2000002E-2	0.61532497	24.6308	78.198997	302.92261	54.806458	77.583672	72.877151	1.3297183153124	HSA;PRO0883;PRO0903;PRO1341;ALB;	1	Solid_Tissue_Normal,50-<100;
35710	ENSG00000197901	2	TCGA-KIRC_avg_Primary_Tumor	538	12.792947	TCGA-KIRC	Primary_Tumor	538	35710	0.0	0.184075	2.29705	14.359325	401.02911	12.792947	14.17525	29.36937	2.2957470237311	HOAT1;OAT1;PAHT;ROAT1;SLC22A6;	1	Solid_Tissue_Normal,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	50-<100	TCGA-KIRC	Solid_Tissue_Normal	72	35710	0.0211	1.4694	44.706749	144.60898	413.1683	89.751038	143.13957	103.33273	1.1513262944101	HOAT1;OAT1;PAHT;ROAT1;SLC22A6;	1	Solid_Tissue_Normal,50-<100;
39299	ENSG00000116218	2	TCGA-KIRC_avg_Primary_Tumor	538	0.55328846	TCGA-KIRC	Primary_Tumor	538	39299	0.0	0.0	8.9499997E-3	0.0539	47.0952	0.55328846	0.0539	2.9741058	5.3753259195032	PDCN;SRN1;NPHS2;	1	Solid_Tissue_Normal,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	50-<100	TCGA-KIRC	Solid_Tissue_Normal	72	39299	0.0	0.59890002	54.6814	114.62668	248.9269	70.158936	114.02778	66.388512	0.94625882011666	PDCN;SRN1;NPHS2;	1	Solid_Tissue_Normal,50-<100;
41766	ENSG00000070915	2	TCGA-KIRC_avg_Primary_Tumor	538	2.682143	TCGA-KIRC	Primary_Tumor	538	41766	0.0	3.2650001E-2	6.3649997E-2	0.1381	245.10921	2.682143	0.10545	19.861683	7.4051543858773	NCC;NCCT;TSC;SLC12A3;	1	Solid_Tissue_Normal,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	50-<100	TCGA-KIRC	Solid_Tissue_Normal	72	41766	0.0381	5.3530002	46.750648	126.94737	294.93219	73.305031	121.59438	73.609238	1.0041498788808	NCC;NCCT;TSC;SLC12A3;	1	Solid_Tissue_Normal,50-<100;
6699	ENSG00000151704	2	TCGA-KIRC_avg_Primary_Tumor	538	1.2461401	TCGA-KIRC	Primary_Tumor	538	6699	0.0	4.8275001E-2	0.12225	0.35532501	56.805199	1.2461401	0.30704999	5.2469535	4.210564686908	KIR1.1;ROMK;ROMK1;KCNJ1;	1	Solid_Tissue_Normal,100-<200;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	100-<200	TCGA-KIRC	Solid_Tissue_Normal	72	6699	4.0600002E-2	66.203926	96.810402	142.12703	223.8821	103.41592	75.923103	50.070301	0.48416434336222	KIR1.1;ROMK;ROMK1;KCNJ1;	1	Solid_Tissue_Normal,100-<200;
30810	ENSG00000074803	2	TCGA-KIRC_avg_Primary_Tumor	538	0.83465946	TCGA-KIRC	Primary_Tumor	538	30810	0.0	0.01515	0.04445	0.24484999	24.846701	0.83465946	0.2297	2.8988874	3.4731378950644	BSC1;NKCC2;SLC12A1;	1	Solid_Tissue_Normal,200-<300;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	200-<300	TCGA-KIRC	Solid_Tissue_Normal	72	30810	0.1661	88.680397	229.20685	412.04593	621.76477	255.69586	323.36554	187.81468	0.73452374238676	BSC1;NKCC2;SLC12A1;	1	Solid_Tissue_Normal,200-<300;
5730	ENSG00000215704	2	TCGA-PAAD_avg_Primary_Tumor	177	50-<100	TCGA-PAAD	Primary_Tumor	177	5730	0.0	0.1109	0.77859998	36.3615	1469.9677	69.541077	36.250599	196.31639	2.8230277480459	ELA2B;CELA2B;	1	Primary_Tumor,50-<100;	TCGA-PAAD_avg_Solid_Tissue_Normal	4	17.658276	TCGA-PAAD	Solid_Tissue_Normal	4	5730	0.2755	0.63099998	4.0359502	21.063225	62.285702	17.658276	20.432224	29.924932	1.694668947297	ELA2B;CELA2B;	1	Primary_Tumor,50-<100;
