gene_id	ENSGID	count_samples_type	ID	count_samples	range	project_id	sample_type	sample_count	gene_id	min	q1	q2	q3	max	avg	q3-q1	SD	CV	gene_symbol	times	Sampletype	ID	count_samples	range	project_id	sample_type	sample_count	gene_id	min	q1	q2	q3	max	avg	q3-q1	SD	CV	gene_symbol	times	Sampletype	
50468	ENSG00000211895	2	TCGA-THYM_avg_Primary_Tumor	119	400-<500	TCGA-THYM	Primary_Tumor	119	50468	0.1246	40.642052	141.528	464.62045	5851.6787	490.31836	423.97839	938.00555	1.9130541022368	IGHA1;	1	Primary_Tumor,400-<500;	TCGA-THYM_avg_Solid_Tissue_Normal	2	944.99695	TCGA-THYM	Solid_Tissue_Normal	2	50468	251.97411	598.48553	944.99695	1291.5084	1638.0198	944.99695	693.02283	980.08234	1.0371275166549	IGHA1;	1	Primary_Tumor,400-<500;
2027	ENSG00000211721	2	TCGA-THYM_avg_Primary_Tumor	119	33.318283	TCGA-THYM	Primary_Tumor	119	2027	0.0	4.6566501	19.6164	53.168999	132.18649	33.318283	48.512348	34.535576	1.036535286047	TRBV6-5;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	2027	21.9608	43.375977	64.791153	86.206322	107.6215	64.791153	42.830349	60.571262	0.93486933316343	TRBV6-5;	1	Solid_Tissue_Normal,50-<100;
5399	ENSG00000211941	2	TCGA-THYM_avg_Primary_Tumor	119	18.390705	TCGA-THYM	Primary_Tumor	119	5399	0.0	0.65294999	3.4122	14.5943	270.6402	18.390705	13.94135	43.155895	2.3466144990091	IGHV3-11;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	5399	56.994801	72.261551	87.528297	102.79505	118.0618	87.528297	30.533501	43.180889	0.49333633213497	IGHV3-11;	1	Solid_Tissue_Normal,50-<100;
6388	ENSG00000211668	2	TCGA-THYM_avg_Primary_Tumor	119	25.091755	TCGA-THYM	Primary_Tumor	119	6388	0.0	1.69835	5.6030002	21.815149	539.229	25.091755	20.1168	59.338764	2.3648710104176	IGLV2-11;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	6388	48.195	69.930626	91.666252	113.40188	135.1375	91.666252	43.471249	61.477631	0.67066809931315	IGLV2-11;	1	Solid_Tissue_Normal,50-<100;
7804	ENSG00000211976	2	TCGA-THYM_avg_Primary_Tumor	119	5.7249346	TCGA-THYM	Primary_Tumor	119	7804	0.0	0.23845001	0.89249998	3.5111001	177.8206	5.7249346	3.27265	21.753328	3.7997513543648	IGHV3-73;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	7804	8.1057997	38.860851	69.615898	100.37095	131.12601	69.615898	61.510101	86.988419	1.2495481850999	IGHV3-73;	1	Solid_Tissue_Normal,50-<100;
8728	ENSG00000211640	2	TCGA-THYM_avg_Primary_Tumor	119	24.299177	TCGA-THYM	Primary_Tumor	119	8728	0.0	1.10575	3.5601001	10.26845	957.53339	24.299177	9.1626997	101.03648	4.1580206605351	IGLV6-57;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	8728	22.606501	37.399948	52.193401	66.986847	81.780296	52.193401	29.586901	41.842194	0.80167594366958	IGLV6-57;	1	Solid_Tissue_Normal,50-<100;
8738	ENSG00000226660	2	TCGA-THYM_avg_Primary_Tumor	119	16.978203	TCGA-THYM	Primary_Tumor	119	8738	0.0	2.3204999	9.4148998	23.3696	93.256302	16.978203	21.049101	19.332163	1.1386460039381	TRBV2;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	8738	14.4195	33.356174	52.29285	71.229523	90.166199	52.29285	37.873348	53.561005	1.0242510209331	TRBV2;	1	Solid_Tissue_Normal,50-<100;
9178	ENSG00000211943	2	TCGA-THYM_avg_Primary_Tumor	119	26.25543	TCGA-THYM	Primary_Tumor	119	9178	0.0	1.13605	4.2350001	15.69995	845.36328	26.25543	14.5639	96.557442	3.6776180013049	IGHV3-15;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	9178	24.98	48.13335	71.286697	94.440048	117.5934	71.286697	46.306702	65.487564	0.91865055832226	IGHV3-15;	1	Solid_Tissue_Normal,50-<100;
19972	ENSG00000280411	2	TCGA-THYM_avg_Primary_Tumor	119	40.748936	TCGA-THYM	Primary_Tumor	119	19972	0.0	0.86659998	4.0595999	9.1182499	2669.6316	40.748936	8.2516499	247.7502	6.0799182584792	IGHV1-69D;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	19972	52.250301	60.465374	68.68045	76.895523	85.110603	68.68045	16.430149	23.235741	0.33831666798922	IGHV1-69D;	1	Solid_Tissue_Normal,50-<100;
21972	ENSG00000275791	2	TCGA-THYM_avg_Primary_Tumor	119	27.627256	TCGA-THYM	Primary_Tumor	119	21972	0.0	4.5644498	16.113501	39.601398	117.8704	27.627256	35.036949	29.157564	1.0553912411714	TRBV10-3;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	21972	18.798	35.698425	52.59885	69.499275	86.399696	52.59885	33.80085	47.80162	0.90879591473958	TRBV10-3;	1	Solid_Tissue_Normal,50-<100;
22500	ENSG00000211651	2	TCGA-THYM_avg_Primary_Tumor	119	44.925625	TCGA-THYM	Primary_Tumor	119	22500	0.0	2.13695	7.8011999	26.1929	1253.443	44.925625	24.05595	149.56703	3.3292142290731	IGLV1-44;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	22500	37.415001	66.479248	95.543503	124.60775	153.672	95.543503	58.128502	82.206116	0.86040508688487	IGLV1-44;	1	Solid_Tissue_Normal,50-<100;
30838	ENSG00000211765	2	TCGA-THYM_avg_Primary_Tumor	119	26.838026	TCGA-THYM	Primary_Tumor	119	30838	0.0	3.9498	21.5	44.0369	85.838699	26.838026	40.087101	23.231239	0.86560908019092	TRBJ2-2;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	30838	24.9135	39.889198	54.864899	69.840599	84.816299	54.864899	29.951401	42.357677	0.7720359970042	TRBJ2-2;	1	Solid_Tissue_Normal,50-<100;
33754	ENSG00000237702	2	TCGA-THYM_avg_Primary_Tumor	119	22.199951	TCGA-THYM	Primary_Tumor	119	33754	4.4100001E-2	3.1268499	13.8782	31.84915	114.8631	22.199951	28.7223	25.103987	1.1308127211632	TRBV3-1;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	33754	17.3713	36.951099	56.530899	76.110703	95.690498	56.530899	39.159599	55.380039	0.9796419299824	TRBV3-1;	1	Solid_Tissue_Normal,50-<100;
34600	ENSG00000211767	2	TCGA-THYM_avg_Primary_Tumor	119	40.76128	TCGA-THYM	Primary_Tumor	119	34600	0.0	9.1290503	34.349998	67.094551	110.4722	40.76128	57.9655	33.214924	0.81486459699008	TRBJ2-3;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	34600	34.573898	51.127926	67.681953	84.235977	100.79	67.681953	33.108051	46.821854	0.6917923009698	TRBJ2-3;	1	Solid_Tissue_Normal,50-<100;
34977	ENSG00000224373	2	TCGA-THYM_avg_Primary_Tumor	119	40.427452	TCGA-THYM	Primary_Tumor	119	34977	0.0348	3.46015	7.0351	22.15645	1377.1348	40.427452	18.696301	153.27509	3.7913616222957	IGHV4-59;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	34977	79.232697	80.95755	82.682404	84.407249	86.132103	82.682404	3.4497001	4.8786125	0.059004241095844	IGHV4-59;	1	Solid_Tissue_Normal,50-<100;
36439	ENSG00000211973	2	TCGA-THYM_avg_Primary_Tumor	119	7.9935637	TCGA-THYM	Primary_Tumor	119	36439	0.0	0.3082	1.4864	4.6834502	361.1683	7.9935637	4.3752499	34.521519	4.3186644024617	IGHV1-69;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	36439	16.492701	36.127426	55.76215	75.396873	95.031601	55.76215	39.269451	55.535389	0.99593342437478	IGHV1-69;	1	Solid_Tissue_Normal,50-<100;
37860	ENSG00000231475	2	TCGA-THYM_avg_Primary_Tumor	119	18.028343	TCGA-THYM	Primary_Tumor	119	37860	0.0	1.0707	3.1064999	6.9368	1266.8964	18.028343	5.8660998	116.41476	6.4573189005778	IGHV4-31;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	37860	18.621599	35.168373	51.715149	68.261925	84.808701	51.715149	33.093552	46.801346	0.90498329609376	IGHV4-31;	1	Solid_Tissue_Normal,50-<100;
37909	ENSG00000237254	2	TCGA-THYM_avg_Primary_Tumor	119	18.659374	TCGA-THYM	Primary_Tumor	119	37909	3.5799999E-2	2.9133	10.4526	26.269951	93.863899	18.659374	23.356649	22.031294	1.1807091706292	TRBV30;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	37909	14.037	37.434826	60.832649	84.230476	107.6283	60.832649	46.79565	66.179047	1.0878869831889	TRBV30;	1	Solid_Tissue_Normal,50-<100;
38108	ENSG00000270550	2	TCGA-THYM_avg_Primary_Tumor	119	21.399561	TCGA-THYM	Primary_Tumor	119	38108	0.0	2.05495	5.7790999	17.836201	269.4783	21.399561	15.78125	45.738701	2.1373663226082	IGHV3-30;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	38108	35.640598	52.006874	68.373154	84.739426	101.1057	68.373154	32.732552	46.290817	0.67703205559305	IGHV3-30;	1	Solid_Tissue_Normal,50-<100;
39846	ENSG00000211710	2	TCGA-THYM_avg_Primary_Tumor	119	30.664854	TCGA-THYM	Primary_Tumor	119	39846	0.0	3.197	17.280899	46.25285	197.4091	30.664854	43.055851	37.248508	1.2146970600284	TRBV4-1;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	39846	21.615999	57.679924	93.743851	129.80777	165.8717	93.743851	72.127853	102.00418	1.0881159554668	TRBV4-1;	1	Solid_Tissue_Normal,50-<100;
40871	ENSG00000211956	2	TCGA-THYM_avg_Primary_Tumor	119	21.239222	TCGA-THYM	Primary_Tumor	119	40871	0.0	1.9432	5.8330998	13.4882	538.53363	21.239222	11.545	59.888397	2.8197076616083	IGHV4-34;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	40871	16.5191	35.830551	55.141998	74.453453	93.7649	55.141998	38.622898	54.621029	0.99055222844845	IGHV4-34;	1	Solid_Tissue_Normal,50-<100;
41645	ENSG00000276953	2	TCGA-THYM_avg_Primary_Tumor	119	27.408651	TCGA-THYM	Primary_Tumor	119	41645	0.0	2.7836499	14.6277	34.228699	154.22591	27.408651	31.445049	32.973293	1.2030250230119	TRBV12-4;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	41645	20.8249	60.301552	99.778198	139.25485	178.73151	99.778198	78.9533	111.65683	1.1190503761152	TRBV12-4;	1	Solid_Tissue_Normal,50-<100;
42612	ENSG00000211716	2	TCGA-THYM_avg_Primary_Tumor	119	26.662117	TCGA-THYM	Primary_Tumor	119	42612	0.0484	4.89815	17.462601	39.589451	108.3091	26.662117	34.691299	26.847338	1.0069469727404	TRBV9;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	42612	17.375601	35.192574	53.009548	70.826523	88.643501	53.009548	35.633949	50.394016	0.95065922840919	TRBV9;	1	Solid_Tissue_Normal,50-<100;
47308	ENSG00000211766	2	TCGA-THYM_avg_Primary_Tumor	119	28.472311	TCGA-THYM	Primary_Tumor	119	47308	0.0	8.2077999	22.786699	43.807652	99.479103	28.472311	35.59985	23.343756	0.81987570309976	TRBJ2-2P;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	47308	35.123699	47.630325	60.136951	72.643578	85.1502	60.136951	25.01325	35.374077	0.58822531591267	TRBJ2-2P;	1	Solid_Tissue_Normal,50-<100;
47918	ENSG00000278030	2	TCGA-THYM_avg_Primary_Tumor	119	39.720394	TCGA-THYM	Primary_Tumor	119	47918	0.149	9.5062504	26.2859	57.256401	165.25571	39.720394	47.750149	39.1525	0.98570270979689	TRBV7-9;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	47918	27.6206	60.505375	93.390152	126.27493	159.1597	93.390152	65.769547	93.012192	0.99595289233494	TRBV7-9;	1	Solid_Tissue_Normal,50-<100;
48293	ENSG00000211746	2	TCGA-THYM_avg_Primary_Tumor	119	30.339275	TCGA-THYM	Primary_Tumor	119	48293	0.0	5.1831002	19.5947	47.389801	127.8735	30.339275	42.206699	30.903896	1.0186102337646	TRBV19;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	48293	17.760799	39.752651	61.744499	83.736351	105.7282	61.744499	43.9837	62.202347	1.0074152030936	TRBV19;	1	Solid_Tissue_Normal,50-<100;
49794	ENSG00000211638	2	TCGA-THYM_avg_Primary_Tumor	119	17.684309	TCGA-THYM	Primary_Tumor	119	49794	0.0	0.2325	1.4536	6.4428	417.45432	17.684309	6.2103	58.224174	3.2924200770299	IGLV8-61;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	49794	7.4454999	39.343777	71.24205	103.14033	135.0386	71.24205	63.796551	90.221947	1.2664142455193	IGLV8-61;	1	Solid_Tissue_Normal,50-<100;
52944	ENSG00000232869	2	TCGA-THYM_avg_Primary_Tumor	119	33.552319	TCGA-THYM	Primary_Tumor	119	52944	0.16769999	6.1812501	21.376699	47.145248	163.74541	33.552319	40.964001	35.450096	1.0565617237962	TRBV29-1;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	52944	17.8715	44.0005	70.129501	96.258499	122.3875	70.129501	52.257999	73.903969	1.0538214010677	TRBV29-1;	1	Solid_Tissue_Normal,50-<100;
56272	ENSG00000211734	2	TCGA-THYM_avg_Primary_Tumor	119	34.45787	TCGA-THYM	Primary_Tumor	119	56272	0.1034	5.4147	23.2628	52.4403	155.55521	34.45787	47.0256	37.175083	1.0788560929622	TRBV5-1;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	56272	18.982401	50.432175	81.88195	113.33173	144.78149	81.88195	62.899551	88.9534	1.086361524121	TRBV5-1;	1	Solid_Tissue_Normal,50-<100;
57268	ENSG00000253755	2	TCGA-THYM_avg_Primary_Tumor	119	32.177795	TCGA-THYM	Primary_Tumor	119	57268	0.0	1.03435	5.3881998	17.402651	648.29889	32.177795	16.368299	91.775169	2.8521273443379	IGHGP;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	57268	9.4692001	35.861252	62.2533	88.645348	115.0374	62.2533	52.7841	74.647987	1.1991008830054	IGHGP;	1	Solid_Tissue_Normal,50-<100;
59960	ENSG00000244437	2	TCGA-THYM_avg_Primary_Tumor	119	40.273857	TCGA-THYM	Primary_Tumor	119	59960	0.0	1.6999	5.4386001	20.562149	1314.3466	40.273857	18.862249	147.07353	3.6518362271585	IGKV3-15;	1	Solid_Tissue_Normal,50-<100;	TCGA-THYM_avg_Solid_Tissue_Normal	2	50-<100	TCGA-THYM	Solid_Tissue_Normal	2	59960	41.342201	50.020077	58.697948	67.375824	76.053703	58.697948	17.355749	24.544737	0.41815323765662	IGKV3-15;	1	Solid_Tissue_Normal,50-<100;
129	ENSG00000225630	2	TCGA-THYM_avg_Primary_Tumor	119	47.410641	TCGA-THYM	Primary_Tumor	119	129	0.71679997	15.6445	29.1003	50.433601	387.7587	47.410641	34.789101	60.732254	1.2809836087219	MTND2P28;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	129	41.3517	81.412048	121.4724	161.53275	201.59309	121.4724	80.120697	113.30778	0.93278621316447	MTND2P28;	1	Solid_Tissue_Normal,100-<200;
229	ENSG00000211950	2	TCGA-THYM_avg_Primary_Tumor	119	21.245638	TCGA-THYM	Primary_Tumor	119	229	0.0	6.9756498	11.3217	18.6231	381.2713	21.245638	11.64745	42.119942	1.9825218710777	IGHV1-24;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	229	46.739399	79.241447	111.7435	144.24554	176.7476	111.7435	65.004097	91.92968	0.82268480940726	IGHV1-24;	1	Solid_Tissue_Normal,100-<200;
1643	ENSG00000211947	2	TCGA-THYM_avg_Primary_Tumor	119	22.822096	TCGA-THYM	Primary_Tumor	119	1643	0.0	0.60505003	3.6008	11.96895	662.66272	22.822096	11.3639	84.651474	3.7091892874344	IGHV3-21;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	1643	39.882	82.342049	124.8021	167.26215	209.7222	124.8021	84.920097	120.09515	0.96228468911981	IGHV3-21;	1	Solid_Tissue_Normal,100-<200;
3617	ENSG00000211662	2	TCGA-THYM_avg_Primary_Tumor	119	39.158176	TCGA-THYM	Primary_Tumor	119	3617	0.0	1.406	8.0761003	29.368851	735.26367	39.158176	27.962851	98.992393	2.528013383463	IGLV3-21;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	3617	61.472198	101.2733	141.0744	180.8755	220.67661	141.0744	79.602203	112.57451	0.79797971850314	IGLV3-21;	1	Solid_Tissue_Normal,100-<200;
22148	ENSG00000225972	2	TCGA-THYM_avg_Primary_Tumor	119	34.236336	TCGA-THYM	Primary_Tumor	119	22148	5.9500001E-2	0.37965	0.648	1.22945	2046.499	34.236336	0.84979999	198.57295	5.8000642942633	MTND1P23;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	22148	1.771	66.930527	132.09006	197.24957	262.40909	132.09006	130.31905	184.29897	1.3952523755383	MTND1P23;	1	Solid_Tissue_Normal,100-<200;
37335	ENSG00000211771	2	TCGA-THYM_avg_Primary_Tumor	119	48.3419	TCGA-THYM	Primary_Tumor	119	37335	0.0	11.40255	39.943298	76.0112	168.1133	48.3419	64.60865	42.408726	0.87726642932942	TRBJ2-7;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	37335	98.456596	120.49387	142.53114	164.56842	186.6057	142.53114	44.074551	62.330826	0.43731374070256	TRBJ2-7;	1	Solid_Tissue_Normal,100-<200;
40125	ENSG00000237973	2	TCGA-THYM_avg_Primary_Tumor	119	48.68605	TCGA-THYM	Primary_Tumor	119	40125	1.4515001	9.6977997	15.9273	35.073151	921.66919	48.68605	25.375351	127.37589	2.616270779823	MTCO1P12;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	40125	42.941601	78.550423	114.15925	149.76808	185.37691	114.15925	71.217651	100.71696	0.88224966439426	MTCO1P12;	1	Solid_Tissue_Normal,100-<200;
57243	ENSG00000211706	2	TCGA-THYM_avg_Primary_Tumor	119	34.501392	TCGA-THYM	Primary_Tumor	119	57243	0.0	3.1870501	20.769199	49.159199	198.1853	34.501392	45.972149	41.514374	1.2032666392127	TRBV6-1;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	57243	24.566099	67.943352	111.3206	154.69785	198.0751	111.3206	86.754501	122.68939	1.1021265605827	TRBV6-1;	1	Solid_Tissue_Normal,100-<200;
59284	ENSG00000211659	2	TCGA-THYM_avg_Primary_Tumor	119	43.756947	TCGA-THYM	Primary_Tumor	119	59284	0.0	2.1422	8.0664997	32.039452	770.16412	43.756947	29.897249	99.659454	2.2775687252586	IGLV3-25;	1	Solid_Tissue_Normal,100-<200;	TCGA-THYM_avg_Solid_Tissue_Normal	2	100-<200	TCGA-THYM	Solid_Tissue_Normal	2	59284	47.101501	77.3386	107.5757	137.81281	168.0499	107.5757	60.474201	85.523438	0.79500703225728	IGLV3-25;	1	Solid_Tissue_Normal,100-<200;
361	ENSG00000227097	2	TCGA-THYM_avg_Primary_Tumor	119	911.66351	TCGA-THYM	Primary_Tumor	119	361	3.4282	310.26361	547.58759	967.56305	10710.407	911.66351	657.29944	1341.032	1.4709725521426	RPS28P7;	1	Solid_Tissue_Normal,400-<500;	TCGA-THYM_avg_Solid_Tissue_Normal	2	400-<500	TCGA-THYM	Solid_Tissue_Normal	2	361	255.9856	360.44467	464.90375	569.36285	673.8219	464.90375	208.91815	295.4549	0.63551842720133	RPS28P7;	1	Solid_Tissue_Normal,400-<500;
2578	ENSG00000211666	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	2578	0.0	5.7228498	14.42465	50.569824	8151.2988	98.754951	44.846973	471.4086	4.7735186461689	IGLV2-14;	1	Primary_Tumor,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	23.732676	TCGA-KIRC	Solid_Tissue_Normal	72	2578	0.0	1.86935	6.1294498	19.516874	227.4908	23.732676	17.647526	46.295856	1.9507221183148	IGLV2-14;	1	Primary_Tumor,50-<100;
3617	ENSG00000211662	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	3617	0.0	1.991825	5.9436998	22.240475	6524.1641	56.204914	20.24865	323.33359	5.7527637174216	IGLV3-21;	1	Primary_Tumor,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	12.389733	TCGA-KIRC	Solid_Tissue_Normal	72	3617	0.0	0.72487497	2.06125	8.0887003	157.327	12.389733	7.3638248	29.260912	2.3617064225678	IGLV3-21;	1	Primary_Tumor,50-<100;
3887	ENSG00000206341	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	3887	1.978	33.376926	50.117001	75.650528	235.3477	57.165333	42.273602	32.500111	0.56852832467538	HLA-H;	1	Primary_Tumor,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	17.056244	TCGA-KIRC	Solid_Tissue_Normal	72	3887	1.6181	10.628675	15.1027	22.68465	37.8946	17.056244	12.055975	8.4102011	0.49308635007801	HLA-H;	1	Primary_Tumor,50-<100;
6591	ENSG00000211892	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	6591	0.0	1.7227	6.0970998	25.12265	3172.9177	57.690552	23.39995	231.9557	4.0206878242385	IGHG4;	1	Primary_Tumor,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	25.724554	TCGA-KIRC	Solid_Tissue_Normal	72	6591	4.1000001E-2	0.886675	2.01175	10.65825	397.50681	25.724554	9.771575	70.168434	2.7276832088129	IGHG4;	1	Primary_Tumor,50-<100;
7613	ENSG00000211598	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	7613	0.0	6.0987	16.602501	49.414574	4975.0166	97.752487	43.315876	354.71826	3.6287389803187	IGKV4-1;	1	Primary_Tumor,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	22.384888	TCGA-KIRC	Solid_Tissue_Normal	72	7613	2.1299999E-2	2.6117749	5.9057999	17.660299	167.6279	22.384888	15.048525	39.724632	1.7746183049922	IGKV4-1;	1	Primary_Tumor,50-<100;
16283	ENSG00000211644	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	16283	0.0	3.2473249	8.4031	27.418301	3085.3284	57.305096	24.170975	248.66754	4.339361720989	IGLV1-51;	1	Primary_Tumor,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	14.282299	TCGA-KIRC	Solid_Tissue_Normal	72	16283	0.2272	1.2302001	3.1217501	9.5679998	349.18719	14.282299	8.3378	45.229179	3.1667996167844	IGLV1-51;	1	Primary_Tumor,50-<100;
22148	ENSG00000225972	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	22148	0.0	1.1055501	1.87795	3.5355	4237.0796	70.46006	2.42995	357.43533	5.0728785924962	MTND1P23;	2	Primary_Tumor,50-<100;Solid_Tissue_Normal,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	57.088974	TCGA-KIRC	Solid_Tissue_Normal	72	22148	0.82179999	2.2710249	3.6823499	5.1494751	3825.4871	57.088974	2.8784499	450.3725	7.8889576820911	MTND1P23;	2	Primary_Tumor,50-<100;Solid_Tissue_Normal,50-<100;
22973	ENSG00000256393	2	TCGA-KIRC_avg_Primary_Tumor	538	50-<100	TCGA-KIRC	Primary_Tumor	538	22973	1.2431999	40.690025	59.6236	81.568573	288.18121	65.847984	40.878551	38.623962	0.58656255899953	RPL41P5;	1	Primary_Tumor,50-<100;	TCGA-KIRC_avg_Solid_Tissue_Normal	72	45.769485	TCGA-KIRC	Solid_Tissue_Normal	72	22973	10.8022	33.508026	42.675549	57.630348	88.981796	45.769485	24.122326	17.573818	0.38396363865576	RPL41P5;	1	Primary_Tumor,50-<100;
